en_sentence	target_sentence	variety	region	translator
The internet connects people across continents.	انٽرنيٽ براعظمن ۾ ماڻهن کي ڳنڍي ٿو.	Sindhi (Standard)	South Asia	SACOR_07
Eating fresh fruits provides essential vitamins.	تازه ميوا کائڻ ضروري وٽامن فراهم ڪري ٿو.	Sindhi (Standard)	South Asia	SACOR_01
Cricket is a popular sport.	ڪرڪيٽ هڪ مقبول راند آهي.	Sindhi (Standard)	South Asia	SACOR_02
She cooked delicious biryani for the family.	هوءَ خاندان لاءِ مزيدار برياني پاڻي.	Sindhi (Standard)	South Asia	SACOR_09
Children were playing cricket in the street.	ٻار سڙڪ تي ڪرڪيٽ رهيا هئا.	Sindhi (Standard)	South Asia	SACOR_02
Cooking together brings family members closer.	گڏجي پاڻي خاندان جي ميمبرن کي ويجهو آڻي ٿو.	Sindhi (Standard)	South Asia	SACOR_02
The wedding ceremony lasted three days.	شادي جي تقريب ٽن ڏينهن تائين هلي.	Sindhi (Standard)	South Asia	SACOR_03
Teachers shape young minds.	استاد نوجوان ذهنن کي شڪل ڏين ٿا.	Sindhi (Standard)	South Asia	SACOR_04
Smartphones have changed how people communicate.	اسمارٽ فونن ماڻهن جي رابطي جي طريقي کي تبديل ڪيو آهي.	Sindhi (Standard)	South Asia	SACOR_10
Students gathered in the library.	شاگرد لائبريري ۾ گڏ ٿيا.	Sindhi (Standard)	South Asia	SACOR_10
Online shopping has become popular.	آن لائن خريداري مقبول ٿي وئي آهي.	Sindhi (Standard)	South Asia	SACOR_04
My grandmother told me stories.	منهنجي ناني مون کي ڪهاڻيون ٻڌايون.	Sindhi (Standard)	South Asia	SACOR_04
Handicrafts showcase artistic traditions.	هٿيڪاريون فنڪاري روايتون ڏيکاريون ٿيون.	Sindhi (Standard)	South Asia	SACOR_01
The professor wrote equations on the blackboard.	پروفيسر تختي تي مساوات لکيون.	Sindhi (Standard)	South Asia	SACOR_03
Reading books improves vocabulary.	ڪتابن پڙهڻ ذخيرو الفاظ بيهتر بڻائي ٿو.	Sindhi (Standard)	South Asia	SACOR_06
The bus arrived late.	بس دير سان پهچي.	Sindhi (Standard)	South Asia	SACOR_06
She walked slowly through the garden.	هوءَ باغ ۾ آهستي آهستي هلندي.	Sindhi (Standard)	South Asia	SACOR_10
Birds were chirping in the trees.	پکي وڻن ۾ چيڪيون ڪري رهيا هئا.	Sindhi (Standard)	South Asia	SACOR_09
Doctors work long hours to treat patients.	ڊاڪٽر مرضي کي علاج ڪرڻ لاءِ ڊگهيون گهڙيون ڪم ڪندا آهن.	Sindhi (Standard)	South Asia	SACOR_08
Digital payments have made transactions faster.	ڊجيٽل ادائگي معاملات تيز ڪيا آهن.	Sindhi (Standard)	South Asia	SACOR_10
She received a scholarship to study medicine.	هوءَ طب جي تعليم لاءِ اسڪالرشپ حاصل ڪئي.	Sindhi (Standard)	South Asia	SACOR_03
Agriculture remains the primary source of income.	زراعت آمدني جو بنيادي ذريعو رهي ٿي.	Sindhi (Standard)	South Asia	SACOR_01
Train journeys offer scenic views.	ريل جي سفرن منظرن جي نظارا پيش ڪن ٿا.	Sindhi (Standard)	South Asia	SACOR_07
Elderly people share wisdom and stories.	وڏا ماڻهو حڪمت ۽ ڪهاڻيون حصيداري ڪن ٿا.	Sindhi (Standard)	South Asia	SACOR_03
The forest is home to many wild animals.	جنگل گهڻن جنگلي جانورن جو گهر آهي.	Sindhi (Standard)	South Asia	SACOR_04
Spices add flavor to traditional dishes.	مسالا رواجي کاڌن ۾ ذائقو وڌائي ٿو.	Sindhi (Standard)	South Asia	SACOR_02
Storytelling preserves culture and knowledge.	ڪهاڻي ٻڌائڻ ثقافت ۽ علم کي محفوظ رکي ٿو.	Sindhi (Standard)	South Asia	SACOR_05
Farmers wake up early to tend to crops.	کسان فصلن جي سنڀال لاءِ جلدي اٿندا آهن.	Sindhi (Standard)	South Asia	SACOR_06
Farmers planted rice in the flooded fields.	کسان پاڻيءَ واري زمينن ۾ چانور پوکيا.	Sindhi (Standard)	South Asia	SACOR_10
Education opens doors to opportunities.	تعليم موقعن جا دروازا کولي ٿي.	Sindhi (Standard)	South Asia	SACOR_07
The market was crowded with people.	مارڪيٽ ماڻهن سان ڀريل هو.	Sindhi (Standard)	South Asia	SACOR_09
The wedding ceremony lasted three days.	شادي جي تقريب ٽن ڏينهن تائين هلي.	Sindhi (Standard)	South Asia	SACOR_09
Education opens doors to opportunities.	تعليم موقعن جا دروازا کولي ٿي.	Sindhi (Standard)	South Asia	SACOR_10
Eating fresh fruits provides essential vitamins.	تازه ميوا کائڻ ضروري وٽامن فراهم ڪري ٿو.	Sindhi (Standard)	South Asia	SACOR_02
She walked slowly through the garden.	هوءَ باغ ۾ آهستي آهستي هلندي.	Sindhi (Standard)	South Asia	SACOR_01
After finishing his work, he sat down.	پنهنجو ڪم مڪمل ڪرڻ کانپوءِ، هو بيٺو.	Sindhi (Standard)	South Asia	SACOR_10
Parents sacrifice their own needs for children.	والدين ٻارن لاءِ پنهنجيون ضرورتون قربان ڪن ٿا.	Sindhi (Standard)	South Asia	SACOR_07
Clear communication prevents misunderstandings.	صاف رابطو غلط فهمين کي روڪي ٿو.	Sindhi (Standard)	South Asia	SACOR_02
The bus arrived late.	بس دير سان پهچي.	Sindhi (Standard)	South Asia	SACOR_10
Cooking together brings family members closer.	گڏجي پاڻي خاندان جي ميمبرن کي ويجهو آڻي ٿو.	Sindhi (Standard)	South Asia	SACOR_07
Tourism brings revenue to regions with historical sites.	سياحت تاريخي ماڳن وارن علائقن کي آمدني آڻي ٿي.	Sindhi (Standard)	South Asia	SACOR_09
Digital payments have made transactions faster.	ڊجيٽل ادائگي معاملات تيز ڪيا آهن.	Sindhi (Standard)	South Asia	SACOR_01
Birds were chirping in the trees.	پکي وڻن ۾ چيڪيون ڪري رهيا هئا.	Sindhi (Standard)	South Asia	SACOR_05
Family members support each other during difficult times.	خاندان جا ميمبر مشڪل وقتن ۾ هڪ ٻئي جي مدد ڪندا آهن.	Sindhi (Standard)	South Asia	SACOR_06
Children were playing cricket in the street.	ٻار سڙڪ تي ڪرڪيٽ رهيا هئا.	Sindhi (Standard)	South Asia	SACOR_01
Doctors recommend drinking plenty of water.	ڊاڪٽر گهڻو پاڻي پيئڻ جي صلاح ڏين ٿا.	Sindhi (Standard)	South Asia	SACOR_06
Online shopping has become popular.	آن لائن خريداري مقبول ٿي وئي آهي.	Sindhi (Standard)	South Asia	SACOR_03
Respecting elders is an important value.	وڏن کي عزت ڏيڻ هڪ اهم قدر آهي.	Sindhi (Standard)	South Asia	SACOR_02
Students gathered in the library.	شاگرد لائبريري ۾ گڏ ٿيا.	Sindhi (Standard)	South Asia	SACOR_02
Spices add flavor to traditional dishes.	مسالا رواجي کاڌن ۾ ذائقو وڌائي ٿو.	Sindhi (Standard)	South Asia	SACOR_03
The teacher explained the lesson patiently.	استاد صبر سان سبق وضاحت ڪيو.	Sindhi (Standard)	South Asia	SACOR_01
People travel long distances to visit religious sites.	ماڻهو مذهبي ماڳن ڏسڻ لاءِ ڊگهيون فاصلا طي ڪندا آهن.	Sindhi (Standard)	South Asia	SACOR_04
Elderly people share wisdom and stories.	وڏا ماڻهو حڪمت ۽ ڪهاڻيون حصيداري ڪن ٿا.	Sindhi (Standard)	South Asia	SACOR_07
Storytelling preserves culture and knowledge.	ڪهاڻي ٻڌائڻ ثقافت ۽ علم کي محفوظ رکي ٿو.	Sindhi (Standard)	South Asia	SACOR_01
Reading books improves vocabulary.	ڪتابن پڙهڻ ذخيرو الفاظ بيهتر بڻائي ٿو.	Sindhi (Standard)	South Asia	SACOR_09
The professor wrote equations on the blackboard.	پروفيسر تختي تي مساوات لکيون.	Sindhi (Standard)	South Asia	SACOR_02
Farmers wake up early to tend to crops.	کسان فصلن جي سنڀال لاءِ جلدي اٿندا آهن.	Sindhi (Standard)	South Asia	SACOR_07
Children learn best when they are interested.	ٻار بهترين سکندا آهن جڏهن اهي دلچسپي رکندا آهن.	Sindhi (Standard)	South Asia	SACOR_05
Cricket is a popular sport.	ڪرڪيٽ هڪ مقبول راند آهي.	Sindhi (Standard)	South Asia	SACOR_02
Handicrafts showcase artistic traditions.	هٿيڪاريون فنڪاري روايتون ڏيکاريون ٿيون.	Sindhi (Standard)	South Asia	SACOR_09
The internet connects people across continents.	انٽرنيٽ براعظمن ۾ ماڻهن کي ڳنڍي ٿو.	Sindhi (Standard)	South Asia	SACOR_01
My grandmother told me stories.	منهنجي ناني مون کي ڪهاڻيون ٻڌايون.	Sindhi (Standard)	South Asia	SACOR_05
Traditional music is important for our heritage.	رواجي موسيقي اسان جي ورثي لاءِ اهم آهي.	Sindhi (Standard)	South Asia	SACOR_05
Sports teach teamwork and discipline.	راندون ٽيم ورڪ ۽ نظم وضبط سکائي ٿيون.	Sindhi (Standard)	South Asia	SACOR_07
The river flows peacefully through the valley.	درياهه وادي ۾ پرامن طريقي سان وهندي آهي.	Sindhi (Standard)	South Asia	SACOR_01
I woke up early this morning.	مان اڄ صبح جلدي اٿي ويسم.	Sindhi (Standard)	South Asia	SACOR_09
The school organized a science fair.	اسڪول سائنس ميلو منظم ڪيو.	Sindhi (Standard)	South Asia	SACOR_02
Tea is served to guests as a gesture of hospitality.	ميهمانن کي ميهمان نوازي جي نشاني طور چانهه پيش ڪئي وڃي ٿي.	Sindhi (Standard)	South Asia	SACOR_10
The forest is home to many wild animals.	جنگل گهڻن جنگلي جانورن جو گهر آهي.	Sindhi (Standard)	South Asia	SACOR_08
People celebrate festivals with great joy.	ماڻهو وڏي خوشيءَ سان ميلا منجن ٿا.	Sindhi (Standard)	South Asia	SACOR_02
Agriculture remains the primary source of income.	زراعت آمدني جو بنيادي ذريعو رهي ٿي.	Sindhi (Standard)	South Asia	SACOR_05
Small businesses create employment opportunities.	ننڍيون کاروبار روزگار جا موقعا پيدا ڪندا آهن.	Sindhi (Standard)	South Asia	SACOR_01
Smartphones have changed how people communicate.	اسمارٽ فونن ماڻهن جي رابطي جي طريقي کي تبديل ڪيو آهي.	Sindhi (Standard)	South Asia	SACOR_09
She cooked delicious biryani for the family.	هوءَ خاندان لاءِ مزيدار برياني پاڻي.	Sindhi (Standard)	South Asia	SACOR_04
Train journeys offer scenic views.	ريل جي سفرن منظرن جي نظارا پيش ڪن ٿا.	Sindhi (Standard)	South Asia	SACOR_05
Teachers shape young minds.	استاد نوجوان ذهنن کي شڪل ڏين ٿا.	Sindhi (Standard)	South Asia	SACOR_07
We decided to visit the old temple.	اسان پراڻي مندر ڏسڻ جو فيصلو ڪيو.	Sindhi (Standard)	South Asia	SACOR_10
Doctors work long hours to treat patients.	ڊاڪٽر مرضي کي علاج ڪرڻ لاءِ ڊگهيون گهڙيون ڪم ڪندا آهن.	Sindhi (Standard)	South Asia	SACOR_06
The market was crowded with people.	مارڪيٽ ماڻهن سان ڀريل هو.	Sindhi (Standard)	South Asia	SACOR_05
She received a scholarship to study medicine.	هوءَ طب جي تعليم لاءِ اسڪالرشپ حاصل ڪئي.	Sindhi (Standard)	South Asia	SACOR_05
Pollution in cities has become a serious problem.	شهرن ۾ آلودگي هڪ سنجيده مسئلو بڻجي وئي آهي.	Sindhi (Standard)	South Asia	SACOR_10
Regular exercise helps maintain good health.	منظم ورزش چنگي صحت برقرار رکڻ ۾ مدد ڪري ٿي.	Sindhi (Standard)	South Asia	SACOR_06
Farmers planted rice in the flooded fields.	کسان پاڻيءَ واري زمينن ۾ چانور پوکيا.	Sindhi (Standard)	South Asia	SACOR_01
Learning a new language requires practice.	نئين ٻولي سکڻ لاءِ مشق جي ضرورت آهي.	Sindhi (Standard)	South Asia	SACOR_07
Pollution in cities has become a serious problem.	شهرن ۾ آلودگي هڪ سنجيده مسئلو بڻجي وئي آهي.	Sindhi (Standard)	South Asia	SACOR_01
The market was crowded with people.	مارڪيٽ ماڻهن سان ڀريل هو.	Sindhi (Standard)	South Asia	SACOR_10
Respecting elders is an important value.	وڏن کي عزت ڏيڻ هڪ اهم قدر آهي.	Sindhi (Standard)	South Asia	SACOR_06
Farmers planted rice in the flooded fields.	کسان پاڻيءَ واري زمينن ۾ چانور پوکيا.	Sindhi (Standard)	South Asia	SACOR_09
Clear communication prevents misunderstandings.	صاف رابطو غلط فهمين کي روڪي ٿو.	Sindhi (Standard)	South Asia	SACOR_01
Small businesses create employment opportunities.	ننڍيون کاروبار روزگار جا موقعا پيدا ڪندا آهن.	Sindhi (Standard)	South Asia	SACOR_07
She walked slowly through the garden.	هوءَ باغ ۾ آهستي آهستي هلندي.	Sindhi (Standard)	South Asia	SACOR_03
Cricket is a popular sport.	ڪرڪيٽ هڪ مقبول راند آهي.	Sindhi (Standard)	South Asia	SACOR_08
The river flows peacefully through the valley.	درياهه وادي ۾ پرامن طريقي سان وهندي آهي.	Sindhi (Standard)	South Asia	SACOR_05
Reading books improves vocabulary.	ڪتابن پڙهڻ ذخيرو الفاظ بيهتر بڻائي ٿو.	Sindhi (Standard)	South Asia	SACOR_06
Education opens doors to opportunities.	تعليم موقعن جا دروازا کولي ٿي.	Sindhi (Standard)	South Asia	SACOR_07
Agriculture remains the primary source of income.	زراعت آمدني جو بنيادي ذريعو رهي ٿي.	Sindhi (Standard)	South Asia	SACOR_07
The internet connects people across continents.	انٽرنيٽ براعظمن ۾ ماڻهن کي ڳنڍي ٿو.	Sindhi (Standard)	South Asia	SACOR_10
I woke up early this morning.	مان اڄ صبح جلدي اٿي ويسم.	Sindhi (Standard)	South Asia	SACOR_09
Digital payments have made transactions faster.	ڊجيٽل ادائگي معاملات تيز ڪيا آهن.	Sindhi (Standard)	South Asia	SACOR_04
Students gathered in the library.	شاگرد لائبريري ۾ گڏ ٿيا.	Sindhi (Standard)	South Asia	SACOR_10
The wedding ceremony lasted three days.	شادي جي تقريب ٽن ڏينهن تائين هلي.	Sindhi (Standard)	South Asia	SACOR_09
Birds were chirping in the trees.	پکي وڻن ۾ چيڪيون ڪري رهيا هئا.	Sindhi (Standard)	South Asia	SACOR_06
Regular exercise helps maintain good health.	منظم ورزش چنگي صحت برقرار رکڻ ۾ مدد ڪري ٿي.	Sindhi (Standard)	South Asia	SACOR_10
Cooking together brings family members closer.	گڏجي پاڻي خاندان جي ميمبرن کي ويجهو آڻي ٿو.	Sindhi (Standard)	South Asia	SACOR_01
Sports teach teamwork and discipline.	راندون ٽيم ورڪ ۽ نظم وضبط سکائي ٿيون.	Sindhi (Standard)	South Asia	SACOR_08
People celebrate festivals with great joy.	ماڻهو وڏي خوشيءَ سان ميلا منجن ٿا.	Sindhi (Standard)	South Asia	SACOR_05
The forest is home to many wild animals.	جنگل گهڻن جنگلي جانورن جو گهر آهي.	Sindhi (Standard)	South Asia	SACOR_03
Tourism brings revenue to regions with historical sites.	سياحت تاريخي ماڳن وارن علائقن کي آمدني آڻي ٿي.	Sindhi (Standard)	South Asia	SACOR_10
The school organized a science fair.	اسڪول سائنس ميلو منظم ڪيو.	Sindhi (Standard)	South Asia	SACOR_05
Family members support each other during difficult times.	خاندان جا ميمبر مشڪل وقتن ۾ هڪ ٻئي جي مدد ڪندا آهن.	Sindhi (Standard)	South Asia	SACOR_02
Eating fresh fruits provides essential vitamins.	تازه ميوا کائڻ ضروري وٽامن فراهم ڪري ٿو.	Sindhi (Standard)	South Asia	SACOR_05
The professor wrote equations on the blackboard.	پروفيسر تختي تي مساوات لکيون.	Sindhi (Standard)	South Asia	SACOR_03
Handicrafts showcase artistic traditions.	هٿيڪاريون فنڪاري روايتون ڏيکاريون ٿيون.	Sindhi (Standard)	South Asia	SACOR_10
The bus arrived late.	بس دير سان پهچي.	Sindhi (Standard)	South Asia	SACOR_01
People travel long distances to visit religious sites.	ماڻهو مذهبي ماڳن ڏسڻ لاءِ ڊگهيون فاصلا طي ڪندا آهن.	Sindhi (Standard)	South Asia	SACOR_05
Doctors work long hours to treat patients.	ڊاڪٽر مرضي کي علاج ڪرڻ لاءِ ڊگهيون گهڙيون ڪم ڪندا آهن.	Sindhi (Standard)	South Asia	SACOR_10
After finishing his work, he sat down.	پنهنجو ڪم مڪمل ڪرڻ کانپوءِ، هو بيٺو.	Sindhi (Standard)	South Asia	SACOR_06
Spices add flavor to traditional dishes.	مسالا رواجي کاڌن ۾ ذائقو وڌائي ٿو.	Sindhi (Standard)	South Asia	SACOR_08
Parents sacrifice their own needs for children.	والدين ٻارن لاءِ پنهنجيون ضرورتون قربان ڪن ٿا.	Sindhi (Standard)	South Asia	SACOR_08
Children were playing cricket in the street.	ٻار سڙڪ تي ڪرڪيٽ رهيا هئا.	Sindhi (Standard)	South Asia	SACOR_07
Online shopping has become popular.	آن لائن خريداري مقبول ٿي وئي آهي.	Sindhi (Standard)	South Asia	SACOR_03
We decided to visit the old temple.	اسان پراڻي مندر ڏسڻ جو فيصلو ڪيو.	Sindhi (Standard)	South Asia	SACOR_06
Elderly people share wisdom and stories.	وڏا ماڻهو حڪمت ۽ ڪهاڻيون حصيداري ڪن ٿا.	Sindhi (Standard)	South Asia	SACOR_04
Smartphones have changed how people communicate.	اسمارٽ فونن ماڻهن جي رابطي جي طريقي کي تبديل ڪيو آهي.	Sindhi (Standard)	South Asia	SACOR_09
Traditional music is important for our heritage.	رواجي موسيقي اسان جي ورثي لاءِ اهم آهي.	Sindhi (Standard)	South Asia	SACOR_05
Farmers wake up early to tend to crops.	کسان فصلن جي سنڀال لاءِ جلدي اٿندا آهن.	Sindhi (Standard)	South Asia	SACOR_08
Learning a new language requires practice.	نئين ٻولي سکڻ لاءِ مشق جي ضرورت آهي.	Sindhi (Standard)	South Asia	SACOR_07
She cooked delicious biryani for the family.	هوءَ خاندان لاءِ مزيدار برياني پاڻي.	Sindhi (Standard)	South Asia	SACOR_07
Tea is served to guests as a gesture of hospitality.	ميهمانن کي ميهمان نوازي جي نشاني طور چانهه پيش ڪئي وڃي ٿي.	Sindhi (Standard)	South Asia	SACOR_10
My grandmother told me stories.	منهنجي ناني مون کي ڪهاڻيون ٻڌايون.	Sindhi (Standard)	South Asia	SACOR_02
Doctors recommend drinking plenty of water.	ڊاڪٽر گهڻو پاڻي پيئڻ جي صلاح ڏين ٿا.	Sindhi (Standard)	South Asia	SACOR_10
The teacher explained the lesson patiently.	استاد صبر سان سبق وضاحت ڪيو.	Sindhi (Standard)	South Asia	SACOR_06
She received a scholarship to study medicine.	هوءَ طب جي تعليم لاءِ اسڪالرشپ حاصل ڪئي.	Sindhi (Standard)	South Asia	SACOR_04
Children learn best when they are interested.	ٻار بهترين سکندا آهن جڏهن اهي دلچسپي رکندا آهن.	Sindhi (Standard)	South Asia	SACOR_01
Train journeys offer scenic views.	ريل جي سفرن منظرن جي نظارا پيش ڪن ٿا.	Sindhi (Standard)	South Asia	SACOR_02
Storytelling preserves culture and knowledge.	ڪهاڻي ٻڌائڻ ثقافت ۽ علم کي محفوظ رکي ٿو.	Sindhi (Standard)	South Asia	SACOR_07
Teachers shape young minds.	استاد نوجوان ذهنن کي شڪل ڏين ٿا.	Sindhi (Standard)	South Asia	SACOR_05
Farmers planted rice in the flooded fields.	کسان پاڻيءَ واري زمينن ۾ چانور پوکيا.	Sindhi (Standard)	South Asia	SACOR_08
Cooking together brings family members closer.	گڏجي پاڻي خاندان جي ميمبرن کي ويجهو آڻي ٿو.	Sindhi (Standard)	South Asia	SACOR_03
Respecting elders is an important value.	وڏن کي عزت ڏيڻ هڪ اهم قدر آهي.	Sindhi (Standard)	South Asia	SACOR_09
Doctors recommend drinking plenty of water.	ڊاڪٽر گهڻو پاڻي پيئڻ جي صلاح ڏين ٿا.	Sindhi (Standard)	South Asia	SACOR_07
The wedding ceremony lasted three days.	شادي جي تقريب ٽن ڏينهن تائين هلي.	Sindhi (Standard)	South Asia	SACOR_02
Cricket is a popular sport.	ڪرڪيٽ هڪ مقبول راند آهي.	Sindhi (Standard)	South Asia	SACOR_08
Education opens doors to opportunities.	تعليم موقعن جا دروازا کولي ٿي.	Sindhi (Standard)	South Asia	SACOR_05
Eating fresh fruits provides essential vitamins.	تازه ميوا کائڻ ضروري وٽامن فراهم ڪري ٿو.	Sindhi (Standard)	South Asia	SACOR_07
Small businesses create employment opportunities.	ننڍيون کاروبار روزگار جا موقعا پيدا ڪندا آهن.	Sindhi (Standard)	South Asia	SACOR_09
Students gathered in the library.	شاگرد لائبريري ۾ گڏ ٿيا.	Sindhi (Standard)	South Asia	SACOR_06
Children were playing cricket in the street.	ٻار سڙڪ تي ڪرڪيٽ رهيا هئا.	Sindhi (Standard)	South Asia	SACOR_10
After finishing his work, he sat down.	پنهنجو ڪم مڪمل ڪرڻ کانپوءِ، هو بيٺو.	Sindhi (Standard)	South Asia	SACOR_01
Tea is served to guests as a gesture of hospitality.	ميهمانن کي ميهمان نوازي جي نشاني طور چانهه پيش ڪئي وڃي ٿي.	Sindhi (Standard)	South Asia	SACOR_03
We decided to visit the old temple.	اسان پراڻي مندر ڏسڻ جو فيصلو ڪيو.	Sindhi (Standard)	South Asia	SACOR_07
Digital payments have made transactions faster.	ڊجيٽل ادائگي معاملات تيز ڪيا آهن.	Sindhi (Standard)	South Asia	SACOR_03
People travel long distances to visit religious sites.	ماڻهو مذهبي ماڳن ڏسڻ لاءِ ڊگهيون فاصلا طي ڪندا آهن.	Sindhi (Standard)	South Asia	SACOR_10
Teachers shape young minds.	استاد نوجوان ذهنن کي شڪل ڏين ٿا.	Sindhi (Standard)	South Asia	SACOR_08
The teacher explained the lesson patiently.	استاد صبر سان سبق وضاحت ڪيو.	Sindhi (Standard)	South Asia	SACOR_07
Traditional music is important for our heritage.	رواجي موسيقي اسان جي ورثي لاءِ اهم آهي.	Sindhi (Standard)	South Asia	SACOR_02
Agriculture remains the primary source of income.	زراعت آمدني جو بنيادي ذريعو رهي ٿي.	Sindhi (Standard)	South Asia	SACOR_02
Birds were chirping in the trees.	پکي وڻن ۾ چيڪيون ڪري رهيا هئا.	Sindhi (Standard)	South Asia	SACOR_07
She cooked delicious biryani for the family.	هوءَ خاندان لاءِ مزيدار برياني پاڻي.	Sindhi (Standard)	South Asia	SACOR_07
She walked slowly through the garden.	هوءَ باغ ۾ آهستي آهستي هلندي.	Sindhi (Standard)	South Asia	SACOR_03
The professor wrote equations on the blackboard.	پروفيسر تختي تي مساوات لکيون.	Sindhi (Standard)	South Asia	SACOR_09
She received a scholarship to study medicine.	هوءَ طب جي تعليم لاءِ اسڪالرشپ حاصل ڪئي.	Sindhi (Standard)	South Asia	SACOR_07
The school organized a science fair.	اسڪول سائنس ميلو منظم ڪيو.	Sindhi (Standard)	South Asia	SACOR_07
Family members support each other during difficult times.	خاندان جا ميمبر مشڪل وقتن ۾ هڪ ٻئي جي مدد ڪندا آهن.	Sindhi (Standard)	South Asia	SACOR_01
I woke up early this morning.	مان اڄ صبح جلدي اٿي ويسم.	Sindhi (Standard)	South Asia	SACOR_04
My grandmother told me stories.	منهنجي ناني مون کي ڪهاڻيون ٻڌايون.	Sindhi (Standard)	South Asia	SACOR_05
Handicrafts showcase artistic traditions.	هٿيڪاريون فنڪاري روايتون ڏيکاريون ٿيون.	Sindhi (Standard)	South Asia	SACOR_10
Doctors work long hours to treat patients.	ڊاڪٽر مرضي کي علاج ڪرڻ لاءِ ڊگهيون گهڙيون ڪم ڪندا آهن.	Sindhi (Standard)	South Asia	SACOR_09
Parents sacrifice their own needs for children.	والدين ٻارن لاءِ پنهنجيون ضرورتون قربان ڪن ٿا.	Sindhi (Standard)	South Asia	SACOR_03
Sports teach teamwork and discipline.	راندون ٽيم ورڪ ۽ نظم وضبط سکائي ٿيون.	Sindhi (Standard)	South Asia	SACOR_05
Farmers wake up early to tend to crops.	کسان فصلن جي سنڀال لاءِ جلدي اٿندا آهن.	Sindhi (Standard)	South Asia	SACOR_07
Elderly people share wisdom and stories.	وڏا ماڻهو حڪمت ۽ ڪهاڻيون حصيداري ڪن ٿا.	Sindhi (Standard)	South Asia	SACOR_09
Storytelling preserves culture and knowledge.	ڪهاڻي ٻڌائڻ ثقافت ۽ علم کي محفوظ رکي ٿو.	Sindhi (Standard)	South Asia	SACOR_10
People celebrate festivals with great joy.	ماڻهو وڏي خوشيءَ سان ميلا منجن ٿا.	Sindhi (Standard)	South Asia	SACOR_07
Online shopping has become popular.	آن لائن خريداري مقبول ٿي وئي آهي.	Sindhi (Standard)	South Asia	SACOR_08
Clear communication prevents misunderstandings.	صاف رابطو غلط فهمين کي روڪي ٿو.	Sindhi (Standard)	South Asia	SACOR_01
The market was crowded with people.	مارڪيٽ ماڻهن سان ڀريل هو.	Sindhi (Standard)	South Asia	SACOR_02
